archive_url,penalty_note,sandbox_note,notes,fetched_at,row_id,state,state_name,instrument_type,title_original,title_en,machine_translation,status,date,authority_role,authority_name,quote_original,summary,source_url,verification,lead_source,url
https://web.archive.org/web/20260907214805/https://www.digitalaustria.gv.at/themen/kuenstliche-intelligenz/ki-organisation.html,,,Licence: Austrian federal-government web terms; quote kept under 25 words. Human review: final KI-Marktüberwachungsgesetz/designation not found on checked pages.,2026-09-07T00:00:00Z,at-authority-page-ki-governance,AT,Austria,authority-page,KI-Governance in Österreich,AI governance in Austria,True,operational,2023,"[""none""]",Digital Austria / federal ministries / RTR KI-Servicestelle,"""Zu Strategie und Umsetzungsplan für künstliche Intelligenz wurde in Österreich 2023 eine Governance-Struktur eingerichtet""","Digital Austria describes the national AI governance structure: interministerial coordination, an AI Advisory Board and RTR’s AI Service Desk. It confirms a preparatory governance ecosystem but not a final MSA/SPOC law.",https://www.digitalaustria.gv.at/themen/kuenstliche-intelligenz/ki-organisation.html,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/at#at-authority-page-ki-governance
https://web.archive.org/web/20260907214712/https://www.rtr.at/ki-servicestelle,,,Licence: RTR page states CC BY 4.0 unless otherwise indicated; quote kept under 25 words. This is not a final Article 70 MSA designation.,2026-09-07T00:00:00Z,at-authority-page-rtr-ki-servicestelle,AT,Austria,authority-page,Servicestelle für Künstliche Intelligenz,Artificial Intelligence Service Desk,True,operational,2024,"[""none""]",RTR-GmbH KI-Servicestelle,"""Die Rechtsgrundlage für die KI-Servicestelle bilden § 20c KOG und § 194a TKG""","RTR states that its AI Service Desk is based on §20c KOG and §194a TKG, as amended by BGBl. I No. 6/2024, and serves as Austria’s public information and contact hub for AI Act implementation.",https://ki.rtr.at/,fetched-and-read,"[""AI Act Service Desk national resources"", ""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/at#at-authority-page-rtr-ki-servicestelle
https://web.archive.org/web/20260907214830/https://www.digitalaustria.gv.at/themen/kuenstliche-intelligenz/publicai.html,,,"Licence: Austrian federal-government web terms; quote kept short. Not a justice-specific AI Act notice, but relevant national deployer guidance for public administration.",2026-09-07T00:00:00Z,at-deployer-guidance-public-ai,AT,Austria,deployer-guidance,Public AI - KI in der Verwaltung,Public AI - AI in public administration,True,operational,2026,"[""none""]",Digital Austria,"""Mit der Public AI Initiative schafft Österreich die Grundlage""","Digital Austria’s Public AI page gives public-administration deployment context, emphasising secure and responsible AI use, public-sector infrastructure, use cases and support for officials and citizen-facing services.",https://www.digitalaustria.gv.at/themen/kuenstliche-intelligenz/publicai.html,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/at#at-deployer-guidance-public-ai
https://web.archive.org/web/20260907214712/https://www.rtr.at/ki-servicestelle,,,Licence: RTR CC BY 4.0 statement on the source page; quote kept short. Relevant to legal and public-sector deployers as general national guidance.,2026-09-07T00:00:00Z,at-deployer-guidance-rtr-ai-act-help,AT,Austria,deployer-guidance,Der AI Act,The AI Act,True,operational,2026-08-05,"[""none""]",RTR-GmbH KI-Servicestelle,"""Übersichten und weitere Hilfestellungen""","RTR’s service desk page gives deployers and providers plain-language overviews, FAQs and help on AI Act topics such as operator duties, transparency, AI literacy, risk levels, sanctions and implementation documents.",https://ki.rtr.at/,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/at#at-deployer-guidance-rtr-ai-act-help
https://web.archive.org/web/20260907214741/https://www.digitalaustria.gv.at/themen/kuenstliche-intelligenz/behoerden-art77-ai-act.html,,,"Licence: Austrian federal-government web terms apply; short quotation only. Row covers Article 77 bodies, not AI Act Article 70 market authorities.",2026-09-07T00:00:00Z,at-designation-notice-art77-authorities,AT,Austria,designation-notice,AI Act: Artikel 77 stärkt Grundrechte,AI Act: Article 77 strengthens fundamental rights,True,designated,2024-11-02,"[""fundamental-rights""]","Volksanwaltschaft, Datenschutzbehörde, equality, labour, media, election, consumer bodies","""Bis 2. November 2024 mussten Behörden und öffentliche Stellen benannt werden""","Digital Austria publishes Austria’s Article 77 fundamental-rights authority list, including the Ombudsman Board, Data Protection Authority, equality bodies, labour inspectorates, KommAustria, election bodies, consumer/product bodies and others.",https://www.digitalaustria.gv.at/themen/kuenstliche-intelligenz/behoerden-art77-ai-act.html,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/at#at-designation-notice-art77-authorities
,,,Licence: FPS Economy official public-sector page; quote kept under 25 words. Human review: no final Belgian Article 70 implementing act found here.,2026-09-07T00:00:00Z,be-authority-page-fps-ai-act,BE,Belgium,authority-page,Artificial Intelligence Act,Artificial Intelligence Act,False,operational,2026-09-03,"[""none""]",FPS Economy,"""De AI Act werd aangenomen op 21 mei 2024""","FPS Economy maintains Belgium’s official AI Act information page. It explains the phased EU regulation and links to the Belgian Article 77 list, but the checked page did not provide a final Article 70 MSA/SPOC designation.",https://economie.fgov.be/nl/themas/online/artificiele-intelligentie,fetched-and-read,"[""AI Act Service Desk national resources"", ""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/be#be-authority-page-fps-ai-act
,,,"Checked 2026-09-07: FPS Economy AI Act page, linked Article 77 PDF, AI Act Service Desk Belgium filter/resources, federal-government pages. Only Article 77 list verified.",2026-09-07T00:00:00Z,be-authority-page-no-article70-instrument,BE,Belgium,authority-page,Artificial Intelligence Act,Artificial Intelligence Act,False,unknown,2026-09-07,"[""none""]",,"""Zie hieronder voor een overzicht van de Belgische autoriteiten""","No final Belgian national Article 70 implementing instrument, SPOC, market-surveillance authority or notifying authority was found in the checked official FPS Economy page, Belgian Article 77 PDF, Service Desk national resources and government pages.",https://economie.fgov.be/nl/themas/online/artificiele-intelligentie,page-read-no-document,"[""official-site crawl"", ""AI Act Service Desk national resources"", ""Future of Life Institute national implementation plans""]",https://safelegalai.com/regulation/eu-ai-act/be#be-authority-page-no-article70-instrument
,,,Licence: Belgian official public-sector document; quote kept under 25 words. The list is Article 77 only and does not designate market-surveillance or notifying authorities.,2026-09-07T00:00:00Z,be-designation-notice-art77-authorities,BE,Belgium,designation-notice,Overzicht van de Belgische autoriteiten voor de bescherming van de grondrechten,Overview of Belgian authorities for the protection of fundamental rights,True,designated,2024-11-02,"[""fundamental-rights""]","Multiple federal, Brussels, Flemish, German-speaking, French Community and Walloon authorities","""Overzicht van de Belgische autoriteiten voor de bescherming van de grondrechten""","The Belgian Article 77 PDF lists public bodies with fundamental-rights supervision or enforcement powers, including federal inspection, labour, cyber, police oversight, prison oversight, ombuds and human-rights bodies plus federated authorities.",https://economie.fgov.be/sites/default/files/Files/Online/Overzicht-van-de-Belgische-autoriteiten-voor-de-bescherming-van-de-grondrechten.pdf,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/be#be-designation-notice-art77-authorities
,,,"Licence: FPS Economy official page; quote kept short. This is an implementation update, not a political policy position on the Omnibus.",2026-09-07T00:00:00Z,be-omnibus-position-fps-update,BE,Belgium,omnibus-position,Digitale Omnibus inzake AI,Digital Omnibus on AI,True,adopted,2026-09-03,"[""none""]",FPS Economy,"""De implementatie van de AI Act werd inmiddels bijgestuurd""","FPS Economy explicitly notes that AI Act implementation has been adjusted by the Digital Omnibus on AI, mainly by changing application deadlines while leaving the AI Act’s basic rules intact.",https://economie.fgov.be/nl/themas/online/artificiele-intelligentie,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/be#be-omnibus-position-fps-update
,,,"Checked 2026-09-07: Ministry of Transport and Communications digital-transformation pages, Bulgarian government/ministry pages, AI Act Service Desk Bulgaria filter/resources. No official implementation instrument found.",2026-09-07T00:00:00Z,bg-authority-page-no-instrument,BG,Bulgaria,authority-page,Digital Transformation,Digital Transformation,False,unknown,2026-09-07,"[""none""]",,"""Digital Transformation""","No Bulgarian AI Act implementing act, Article 70 MSA/SPOC/notifying designation, penalty law, sandbox notice or legal-practice guidance was found in the official pages checked for this slice.",https://www.mtc.government.bg/en/category/58/digital-transformation,page-read-no-document,"[""official-site crawl"", ""AI Act Service Desk national resources"", ""Future of Life Institute national implementation plans""]",https://safelegalai.com/regulation/eu-ai-act/bg#bg-authority-page-no-instrument
,,,"Checked 2026-09-07: MPUDT/RDD homepage and digital-transformation navigation, AI Act Service Desk Croatia filter/resources, national official pages surfaced from those checks. No instrument found.",2026-09-07T00:00:00Z,hr-authority-page-no-instrument,HR,Croatia,authority-page,"Ministarstvo pravosuđa, uprave i digitalne transformacije Republike Hrvatske - Naslovna","Ministry of Justice, Public Administration and Digital Transformation of Croatia - Home",True,unknown,2026-09-07,"[""none""]",,"""Digitalna transformacija""","No Croatian AI Act implementing act, Article 70 authority designation, separate penalties, sandbox or justice/legal deployer guidance was verified on the checked Ministry and national-resource pages.",https://rdd.gov.hr/,page-read-no-document,"[""official-site crawl"", ""AI Act Service Desk national resources"", ""Future of Life Institute national implementation plans""]",https://safelegalai.com/regulation/eu-ai-act/hr#hr-authority-page-no-instrument
https://web.archive.org/web/20260729234308/https://www.gov.cy/dmrid/mi-katigoriopoiimeno/ethnikes-armodies-arches-gia-tin-epopteia-toy-kanonismoy-gia-tin-techniti-noimosyni-ai-act/,,,"Licence: gov.cy official public-authority page; live source blocked during fetch, Wayback snapshot read. Quote kept under 25 Greek words.",2026-09-07T00:00:00Z,cy-designation-notice-council-authorities,CY,Cyprus,designation-notice,Εθνικές Αρμόδιες Αρχές για την Εποπτεία του Κανονισμού για την Τεχνητή Νοημοσύνη,National competent authorities for supervision of the AI Regulation,True,designated,2025-01-22,"[""msa"", ""spoc"", ""notifying""]",Commissioner of Communications; Commissioner for Personal Data Protection,"""προχώρησε στον ορισμό των εθνικών αρμόδιων αρχών""","A Deputy Ministry notice says the Council of Ministers designated national competent authorities for the AI Act on 22 January 2025, meeting Article 70 requirements and notifying the Commission.",https://www.gov.cy/dmrid/mi-katigoriopoiimeno/ethnikes-armodies-arches-gia-tin-epopteia-toy-kanonismoy-gia-tin-techniti-noimosyni-ai-act/,mirror-read,"[""official-site crawl"", ""Wayback""]",https://safelegalai.com/regulation/eu-ai-act/cy#cy-designation-notice-council-authorities
https://web.archive.org/web/20260729234308/https://www.gov.cy/dmrid/mi-katigoriopoiimeno/ethnikes-armodies-arches-gia-tin-epopteia-toy-kanonismoy-gia-tin-techniti-noimosyni-ai-act/,,,Licence: gov.cy official public-authority page; live fetch was blocked and Wayback was read. The AI Cyprus governance page independently confirms the roles.,2026-09-07T00:00:00Z,cy-designation-notice-commissioner-communications,CY,Cyprus,designation-notice,Επίτροπος Επικοινωνιών,Commissioner of Communications,True,designated,2025-01-22,"[""msa"", ""spoc"", ""notifying""]",Commissioner of Communications,"""Κοινοποιούσα Αρχή (Notifying Authority)""","The Council notice designates the Commissioner of Communications as notifying authority, market-surveillance authority and single point of contact for national AI Act implementation.",https://www.gov.cy/dmrid/mi-katigoriopoiimeno/ethnikes-armodies-arches-gia-tin-epopteia-toy-kanonismoy-gia-tin-techniti-noimosyni-ai-act/,mirror-read,"[""official-site crawl"", ""Wayback""]",https://safelegalai.com/regulation/eu-ai-act/cy#cy-designation-notice-commissioner-communications
https://web.archive.org/web/20260729234308/https://www.gov.cy/dmrid/mi-katigoriopoiimeno/ethnikes-armodies-arches-gia-tin-epopteia-toy-kanonismoy-gia-tin-techniti-noimosyni-ai-act/,,,Licence: gov.cy official public-authority page; short quote only. Confirmed also by AI Cyprus governance page.,2026-09-07T00:00:00Z,cy-designation-notice-data-protection-msa,CY,Cyprus,designation-notice,Επίτροπος Προστασίας Δεδομένων Προσωπικού Χαρακτήρα,Commissioner for Personal Data Protection,True,designated,2025-01-22,"[""msa""]",Commissioner for Personal Data Protection,"""Αρχή Εποπτείας της Αγοράς (Market Surveillance Authority)""","The notice designates the Personal Data Protection Commissioner as market-surveillance authority for Annex III points 1, 6, 7 and 8 high-risk systems and for prohibited-practice supervision within its remit.",https://www.gov.cy/dmrid/mi-katigoriopoiimeno/ethnikes-armodies-arches-gia-tin-epopteia-toy-kanonismoy-gia-tin-techniti-noimosyni-ai-act/,mirror-read,"[""official-site crawl"", ""Wayback""]",https://safelegalai.com/regulation/eu-ai-act/cy#cy-designation-notice-data-protection-msa
,,,Licence: AI Cyprus/government-linked public page; quote kept under 25 words. Page also describes Cyprus’s centralised AI Act governance model.,2026-09-07T00:00:00Z,cy-designation-notice-art77-authorities,CY,Cyprus,designation-notice,Fundamental Rights Organizations,Fundamental Rights Organizations,False,designated,2026,"[""fundamental-rights""]",Personal Data Protection Commissioner; Ombudsman; Attorney-General,"""The list of public authorities designated by the Republic of Cyprus is as follows""","AI Cyprus lists the Article 77 fundamental-rights authorities as the Personal Data Protection Commissioner, Commissioner for Administration and Human Rights (Ombudsman), and Attorney-General of the Republic.",https://ai.cy/governance/,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/cy#cy-designation-notice-art77-authorities
,,,Licence: AI Cyprus public page; quote kept short. Consultation ran through the e-Consultation platform until 17 September 2026.,2026-09-07T00:00:00Z,cy-implementing-act-draft-2026,CY,Cyprus,implementing-act,The Artificial Intelligence Law of 2026,The Artificial Intelligence Law of 2026,False,draft,2026,"[""none""]",,"""Its purpose is to implement Regulation (EU) 2024/1689""","AI Cyprus announced consultation on a draft Artificial Intelligence Law of 2026 to set the national governance, market-surveillance, control, procedural and sanctions framework for the AI Act in Cyprus.",https://ai.cy/blog/the-artificial-intelligence-law-of-2026/,fetched-and-read,"[""official-site crawl""]",https://safelegalai.com/regulation/eu-ai-act/cy#cy-implementing-act-draft-2026
